date,store_id,product_sku,category,units_received,units_sold,units_wasted,unit_cost
2025-12-08,S-06,FZ-005,Frozen,53,49,1,3.99
2025-11-29,S-02,HL-002,Health,80,78,1,3.99
2025-11-17,S-06,SN-002,Snacks,25,24,0,8.99
2025-10-03,S-05,PT-001,Pantry,94,91,1,1.99
2025-10-20,S-04,BV-002,Beverages,49,47,1,5.99
2025-12-03,S-09,HH-002,Household,107,104,1,3.49
2025-12-02,S-08,SN-005,Snacks,41,39,1,4.49
2025-10-18,S-09,MT-002,Meat,43,35,4,7.49
2025-12-22,S-01,MT-004,Meat,24,22,2,6.49
2025-12-25,S-01,HL-004,Health,20,18,1,9.99
2025-12-20,S-04,FP-005,Fresh Produce,110,106,3,6.49
2025-12-04,S-08,BV-004,Beverages,27,23,1,4.49
2025-10-03,S-01,MT-005,Meat,90,86,4,7.99
2025-12-07,S-05,MT-005,Meat,56,50,1,7.99
2025-12-26,S-07,BK-002,Bakery,33,26,3,7.49
2025-10-20,S-04,BK-003,Bakery,99,91,6,4.99
2025-11-04,S-07,DA-001,Dairy,67,58,6,4.79
2025-12-12,S-04,HH-005,Household,48,47,1,12.49
2025-12-23,S-01,DA-001,Dairy,71,64,3,4.79
2025-11-30,S-01,HH-001,Household,21,21,0,11.99
2025-12-03,S-07,HH-002,Household,120,119,1,3.49
2025-12-07,S-01,BK-005,Bakery,47,38,4,6.29
2025-12-12,S-08,FZ-003,Frozen,25,23,0,2.99
2025-12-09,S-10,HH-003,Household,24,22,0,8.99
2025-10-03,S-04,PT-003,Pantry,38,37,1,8.99
2025-11-08,S-03,PT-002,Pantry,50,47,1,2.49
2025-11-19,S-03,HH-005,Household,112,110,0,12.49
2025-10-07,S-02,SN-003,Snacks,49,47,0,5.49
2025-12-17,S-10,PT-004,Pantry,70,69,1,3.49
2025-12-21,S-05,SN-004,Snacks,82,80,0,3.99
2025-12-10,S-07,SN-003,Snacks,43,42,1,5.49
2025-12-19,S-05,FZ-001,Frozen,111,111,0,8.99
2025-11-04,S-03,BV-005,Beverages,111,108,2,3.99
2025-11-19,S-06,BV-004,Beverages,33,33,0,4.49
2025-11-09,S-08,BV-004,Beverages,117,116,1,4.49
2025-10-17,S-02,BK-002,Bakery,75,67,4,7.49
2025-12-05,S-07,DA-002,Dairy,23,19,0,5.49
2025-10-12,S-10,PT-004,Pantry,120,116,1,3.49
2025-10-02,S-05,SN-002,Snacks,69,68,0,8.99
2025-12-13,S-09,BK-001,Bakery,107,101,5,5.99
2025-11-04,S-05,FZ-003,Frozen,83,83,0,2.99
2025-10-22,S-07,FZ-003,Frozen,73,69,1,2.99
2025-10-10,S-06,FZ-002,Frozen,51,49,1,5.49
2025-11-28,S-02,DA-004,Dairy,58,54,1,3.29
2025-11-12,S-10,BV-005,Beverages,62,59,1,3.99
2025-11-25,S-10,DA-004,Dairy,58,51,2,3.29
2025-10-26,S-08,BV-001,Beverages,42,39,1,6.49
2025-11-07,S-08,PT-002,Pantry,120,118,0,2.49
2025-11-18,S-05,SN-001,Snacks,66,65,0,4.29
2025-12-15,S-09,BK-002,Bakery,107,99,8,7.49
2025-11-29,S-04,SN-004,Snacks,57,54,0,3.99
2025-12-26,S-08,DA-004,Dairy,101,95,4,3.29
2025-12-24,S-03,HL-001,Health,74,73,1,14.99
2025-11-27,S-10,MT-001,Meat,94,86,4,9.99
2025-12-28,S-07,MT-005,Meat,24,21,1,7.99
2025-12-29,S-09,PT-004,Pantry,101,101,0,3.49
2025-11-01,S-06,BK-001,Bakery,102,91,7,5.99
2025-12-22,S-07,HL-004,Health,62,61,1,9.99
2025-10-02,S-02,FZ-002,Frozen,48,45,0,5.49
2025-11-17,S-07,SN-005,Snacks,118,115,2,4.49
2025-11-14,S-01,MT-001,Meat,33,32,1,9.99
2025-10-15,S-03,BV-003,Beverages,59,55,1,12.99
2025-10-27,S-09,MT-001,Meat,64,58,3,9.99
2025-12-29,S-08,BV-001,Beverages,28,27,1,6.49
2025-10-15,S-01,BV-002,Beverages,102,101,0,5.99
2025-11-01,S-09,BK-002,Bakery,90,84,2,7.49
2025-11-24,S-08,BK-005,Bakery,71,66,4,6.29
2025-12-21,S-07,SN-001,Snacks,23,20,0,4.29
2025-12-15,S-07,BV-005,Beverages,20,19,0,3.99
2025-11-05,S-02,PT-002,Pantry,33,31,0,2.49
2025-11-11,S-04,SN-005,Snacks,34,30,1,4.49
2025-12-07,S-06,PT-004,Pantry,69,68,1,3.49
2025-11-14,S-06,SN-005,Snacks,99,97,0,4.49
2025-12-18,S-10,DA-001,Dairy,106,103,3,4.79
2025-10-31,S-05,DA-003,Dairy,43,40,2,6.99
2025-12-05,S-07,SN-002,Snacks,96,93,0,8.99
2025-11-24,S-03,MT-002,Meat,101,90,6,7.49
2025-10-23,S-09,BK-001,Bakery,82,78,3,5.99
2025-11-10,S-08,PT-005,Pantry,26,25,1,4.99
2025-12-02,S-03,BK-003,Bakery,69,59,6,4.99
2025-12-23,S-08,SN-002,Snacks,107,103,1,8.99
2025-11-26,S-08,BK-001,Bakery,30,28,1,5.99
2025-11-07,S-01,FZ-003,Frozen,48,46,1,2.99
2025-11-28,S-10,HL-003,Health,118,117,1,5.49
2025-12-13,S-02,FZ-003,Frozen,119,115,2,2.99
2025-12-09,S-01,HL-004,Health,112,110,1,9.99
2025-11-24,S-02,HL-003,Health,103,101,0,5.49
2025-10-05,S-08,FZ-002,Frozen,64,61,0,5.49
2025-10-16,S-04,BK-004,Bakery,114,105,7,3.49
2025-12-18,S-07,BK-001,Bakery,98,94,3,5.99
2025-10-27,S-01,PT-002,Pantry,64,62,1,2.49
2025-11-11,S-05,FZ-004,Frozen,93,92,1,7.49
2025-10-18,S-07,FP-004,Fresh Produce,55,21,33,5.99
2025-12-29,S-03,FZ-001,Frozen,38,36,1,8.99
2025-12-26,S-07,MT-002,Meat,38,34,2,7.49
2025-12-20,S-07,BV-005,Beverages,77,77,0,3.99
2025-11-21,S-09,HL-003,Health,55,51,1,5.49
2025-12-02,S-06,PT-003,Pantry,20,17,0,8.99
2025-12-21,S-06,FP-005,Fresh Produce,88,81,4,6.49
2025-10-28,S-08,FZ-003,Frozen,61,58,1,2.99
2025-12-10,S-10,DA-004,Dairy,92,82,8,3.29
2025-12-27,S-01,FP-003,Fresh Produce,32,27,2,4.29
2025-10-03,S-02,BK-001,Bakery,76,69,4,5.99
2025-10-26,S-03,HH-002,Household,58,56,0,3.49
2025-10-12,S-06,FZ-002,Frozen,30,28,1,5.49
2025-10-07,S-07,HH-001,Household,59,56,0,11.99
2025-12-23,S-02,HL-001,Health,32,31,0,14.99
2025-12-01,S-02,DA-004,Dairy,95,87,3,3.29
2025-11-26,S-01,FP-001,Fresh Produce,109,104,5,2.49
2025-11-24,S-03,MT-001,Meat,29,28,1,9.99
2025-10-14,S-02,BV-001,Beverages,67,65,1,6.49
2025-11-18,S-03,HH-002,Household,106,106,0,3.49
2025-12-07,S-10,FP-001,Fresh Produce,98,88,7,2.49
2025-11-14,S-04,HH-001,Household,115,112,0,11.99
2025-12-18,S-08,BK-004,Bakery,31,28,2,3.49
2025-10-16,S-10,HL-002,Health,69,65,1,3.99
2025-11-10,S-03,FZ-001,Frozen,55,54,0,8.99
2025-12-10,S-10,PT-004,Pantry,112,108,2,3.49
2025-12-28,S-01,HH-003,Household,58,57,0,8.99
2025-11-20,S-05,HH-002,Household,26,23,0,3.49
2025-11-19,S-02,FZ-001,Frozen,83,83,0,8.99
2025-11-16,S-06,DA-004,Dairy,69,59,6,3.29
2025-11-23,S-06,MT-005,Meat,107,101,3,7.99
2025-10-10,S-01,PT-003,Pantry,28,26,0,8.99
2025-10-28,S-01,FP-004,Fresh Produce,70,61,4,5.99
2025-12-04,S-07,SN-003,Snacks,109,108,1,5.49
2025-12-21,S-09,MT-005,Meat,98,95,3,7.99
2025-11-09,S-02,MT-003,Meat,46,41,4,8.99
2025-12-08,S-06,SN-001,Snacks,95,93,0,4.29
2025-12-29,S-07,HL-002,Health,50,49,0,3.99
2025-10-12,S-07,DA-003,Dairy,78,73,5,6.99
2025-11-09,S-03,DA-003,Dairy,21,15,1,6.99
2025-10-02,S-03,MT-002,Meat,64,56,3,7.49
2025-11-03,S-03,BV-004,Beverages,36,35,1,4.49
2025-10-04,S-06,SN-003,Snacks,54,52,0,5.49
2025-12-13,S-02,MT-002,Meat,78,74,4,7.49
2025-12-03,S-10,BK-001,Bakery,67,65,2,5.99
2025-12-13,S-02,BK-005,Bakery,114,108,6,6.29
2025-10-02,S-04,FP-003,Fresh Produce,80,76,3,4.29
2025-10-23,S-01,PT-001,Pantry,111,106,2,1.99
2025-10-29,S-06,FZ-001,Frozen,73,70,1,8.99
2025-10-10,S-10,BV-004,Beverages,35,34,0,4.49
2025-10-29,S-09,FP-003,Fresh Produce,71,67,1,4.29
2025-11-06,S-05,BV-001,Beverages,31,30,1,6.49
2025-11-17,S-04,FZ-004,Frozen,92,90,1,7.49
2025-11-29,S-06,PT-003,Pantry,83,82,0,8.99
2025-10-20,S-01,SN-002,Snacks,23,21,0,8.99
2025-12-21,S-01,BV-002,Beverages,20,17,1,5.99
2025-10-14,S-04,MT-004,Meat,50,48,2,6.49
2025-10-19,S-05,DA-001,Dairy,25,19,2,4.79
2025-11-22,S-06,SN-005,Snacks,115,115,0,4.49
2025-12-04,S-03,HH-001,Household,70,70,0,11.99
2025-11-25,S-03,FZ-001,Frozen,57,54,1,8.99
2025-11-20,S-06,BV-001,Beverages,77,75,1,6.49
2025-10-10,S-04,DA-004,Dairy,119,110,9,3.29
2025-10-20,S-02,BK-001,Bakery,77,70,4,5.99
2025-10-16,S-09,BV-003,Beverages,118,115,0,12.99
2025-11-09,S-08,FZ-002,Frozen,35,34,0,5.49
2025-12-27,S-05,HL-001,Health,109,107,2,14.99
2025-10-28,S-06,DA-005,Dairy,31,27,2,4.99
2025-11-20,S-09,FP-004,Fresh Produce,106,101,4,5.99
2025-10-04,S-07,SN-004,Snacks,91,91,0,3.99
2025-11-29,S-02,DA-004,Dairy,35,34,0,3.29
2025-10-17,S-04,SN-001,Snacks,67,65,0,4.29
2025-10-10,S-01,FP-005,Fresh Produce,45,38,4,6.49
2025-10-17,S-02,BV-002,Beverages,35,32,0,5.99
2025-10-07,S-03,PT-002,Pantry,75,71,1,2.49
2025-10-04,S-07,HH-004,Household,74,72,0,2.99
2025-10-28,S-03,FZ-003,Frozen,55,53,1,2.99
2025-10-05,S-10,PT-005,Pantry,98,96,0,4.99
2025-12-03,S-07,PT-001,Pantry,81,81,0,1.99
2025-11-05,S-07,DA-004,Dairy,73,67,2,3.29
2025-11-01,S-09,FP-002,Fresh Produce,68,61,5,3.99
2025-12-01,S-09,MT-002,Meat,64,55,5,7.49
2025-11-11,S-07,FZ-003,Frozen,43,41,0,2.99
2025-12-16,S-04,FP-002,Fresh Produce,119,111,5,3.99
2025-12-07,S-06,HL-005,Health,94,93,0,4.49
2025-10-13,S-04,HH-003,Household,50,49,1,8.99
2025-10-29,S-10,BV-005,Beverages,65,64,0,3.99
2025-10-31,S-10,BV-001,Beverages,114,110,2,6.49
2025-12-15,S-01,HL-001,Health,109,107,1,14.99
2025-12-12,S-04,MT-002,Meat,89,83,3,7.49
2025-10-05,S-02,FP-004,Fresh Produce,49,46,3,5.99
2025-12-07,S-08,FP-001,Fresh Produce,62,56,5,2.49
2025-10-17,S-06,HL-001,Health,42,41,1,14.99
2025-10-03,S-03,PT-003,Pantry,110,110,0,8.99
2025-12-07,S-06,FP-005,Fresh Produce,67,57,5,6.49
2025-11-20,S-10,DA-002,Dairy,63,60,2,5.49
2025-10-21,S-07,HH-001,Household,82,80,1,11.99
2025-12-11,S-10,BV-003,Beverages,48,45,0,12.99
2025-11-09,S-05,DA-004,Dairy,42,34,3,3.29
2025-12-13,S-07,HL-005,Health,92,91,0,4.49
2025-12-17,S-06,PT-005,Pantry,48,45,0,4.99
2025-10-19,S-06,HL-003,Health,29,27,0,5.49
2025-11-10,S-03,HH-001,Household,31,27,1,11.99
2025-10-02,S-05,BK-004,Bakery,51,46,3,3.49
2025-11-02,S-02,HL-002,Health,20,17,0,3.99
2025-11-26,S-07,BK-001,Bakery,72,65,4,5.99
2025-11-14,S-09,BV-005,Beverages,32,30,1,3.99
2025-10-21,S-08,FP-005,Fresh Produce,24,21,1,6.49
2025-11-03,S-02,FP-005,Fresh Produce,63,58,2,6.49
2025-10-21,S-02,PT-001,Pantry,31,27,1,1.99
2025-10-04,S-07,HH-002,Household,41,39,1,3.49
2025-10-07,S-02,BV-002,Beverages,46,43,0,5.99
2025-12-29,S-09,HL-002,Health,113,109,2,3.99
2025-12-24,S-05,FZ-005,Frozen,50,50,0,3.99
2025-11-20,S-10,PT-001,Pantry,82,82,0,1.99
2025-11-16,S-01,SN-003,Snacks,31,27,1,5.49
2025-10-26,S-02,FP-002,Fresh Produce,46,43,1,3.99
2025-10-11,S-08,DA-003,Dairy,59,52,4,6.99
2025-12-02,S-05,DA-001,Dairy,102,95,6,4.79
2025-11-17,S-07,BV-004,Beverages,43,42,1,4.49
2025-11-03,S-08,SN-005,Snacks,53,51,0,4.49
2025-12-12,S-01,DA-005,Dairy,116,108,8,4.99
2025-10-11,S-06,MT-005,Meat,72,61,7,7.99
2025-10-30,S-09,FP-004,Fresh Produce,69,61,5,5.99
2025-12-08,S-08,PT-002,Pantry,50,47,1,2.49
2025-10-11,S-07,HL-001,Health,24,24,0,14.99
2025-11-27,S-03,BK-001,Bakery,47,43,3,5.99
2025-10-06,S-07,DA-001,Dairy,107,97,5,4.79
2025-10-19,S-10,FZ-002,Frozen,60,60,0,5.49
2025-11-19,S-09,SN-001,Snacks,90,87,1,4.29
2025-12-06,S-08,FP-001,Fresh Produce,120,107,9,2.49
2025-12-06,S-07,DA-003,Dairy,73,67,2,6.99
2025-12-15,S-10,HL-004,Health,32,32,0,9.99
2025-11-06,S-09,BV-003,Beverages,72,68,1,12.99
2025-12-23,S-08,PT-002,Pantry,97,96,1,2.49
2025-10-23,S-05,SN-001,Snacks,38,37,1,4.29
2025-11-20,S-06,HH-005,Household,50,47,0,12.49
2025-11-04,S-06,FP-002,Fresh Produce,63,56,5,3.99
2025-11-09,S-05,MT-002,Meat,109,100,8,7.49
2025-10-18,S-05,HL-003,Health,76,73,1,5.49
2025-11-23,S-10,HH-002,Household,31,28,0,3.49
2025-10-28,S-07,HL-003,Health,82,81,1,5.49
2025-12-05,S-03,FP-005,Fresh Produce,59,52,4,6.49
2025-10-18,S-09,PT-002,Pantry,23,22,0,2.49
2025-10-26,S-01,FZ-001,Frozen,24,23,1,8.99
2025-11-16,S-04,FZ-003,Frozen,67,63,1,2.99
2025-12-21,S-02,HH-004,Household,23,21,0,2.99
2025-12-02,S-10,SN-004,Snacks,42,39,1,3.99
2025-11-14,S-03,FZ-002,Frozen,115,113,2,5.49
2025-11-06,S-01,BV-005,Beverages,26,25,0,3.99
2025-10-29,S-04,HH-004,Household,46,42,1,2.99
2025-12-05,S-01,HL-005,Health,118,116,2,4.49
2025-11-30,S-03,HH-002,Household,42,41,0,3.49
2025-11-02,S-10,FZ-005,Frozen,111,107,2,3.99
2025-11-24,S-07,BV-003,Beverages,78,76,1,12.99
2025-11-29,S-05,HH-004,Household,86,85,1,2.99
2025-10-01,S-09,HH-003,Household,67,64,1,8.99
2025-12-27,S-02,MT-001,Meat,28,25,1,9.99
2025-12-21,S-06,FZ-003,Frozen,53,51,1,2.99
2025-10-20,S-09,HL-004,Health,50,47,0,9.99
2025-12-24,S-06,HH-004,Household,37,34,0,2.99
2025-11-07,S-05,SN-002,Snacks,71,70,1,8.99
2025-12-14,S-10,BK-003,Bakery,63,58,4,4.99
2025-12-27,S-09,HH-001,Household,120,117,1,11.99
2025-12-04,S-05,BK-001,Bakery,104,94,9,5.99
2025-11-07,S-02,MT-001,Meat,36,29,2,9.99
2025-12-11,S-03,HH-004,Household,62,61,0,2.99
2025-11-15,S-04,HL-003,Health,59,56,1,5.49
2025-11-17,S-05,PT-003,Pantry,57,56,1,8.99
2025-11-30,S-01,HH-001,Household,94,91,0,11.99
2025-10-25,S-09,DA-003,Dairy,107,100,5,6.99
2025-11-22,S-01,DA-005,Dairy,37,32,3,4.99
2025-11-22,S-10,SN-005,Snacks,38,36,1,4.49
2025-10-11,S-08,BV-002,Beverages,100,98,0,5.99
2025-12-21,S-01,FP-001,Fresh Produce,77,73,3,2.49
2025-12-13,S-03,MT-002,Meat,120,111,9,7.49
2025-10-17,S-10,SN-003,Snacks,101,97,1,5.49
2025-11-24,S-08,BV-005,Beverages,20,19,0,3.99
2025-11-17,S-01,BV-001,Beverages,116,113,2,6.49
2025-10-03,S-01,HH-001,Household,113,112,0,11.99
2025-12-28,S-06,FZ-005,Frozen,36,33,0,3.99
2025-12-04,S-10,FZ-005,Frozen,41,41,0,3.99
2025-11-08,S-05,SN-005,Snacks,113,109,2,4.49
2025-11-25,S-03,BV-002,Beverages,82,80,1,5.99
2025-10-22,S-07,FP-002,Fresh Produce,49,26,22,3.99
2025-10-28,S-01,PT-003,Pantry,84,84,0,8.99
2025-11-16,S-01,BV-005,Beverages,101,100,1,3.99
2025-12-16,S-01,HH-003,Household,33,33,0,8.99
2025-12-28,S-02,SN-002,Snacks,76,75,1,8.99
2025-12-10,S-05,MT-001,Meat,109,101,3,9.99
2025-12-27,S-01,FZ-005,Frozen,73,71,0,3.99
2025-12-19,S-10,HH-005,Household,37,36,1,12.49
2025-12-05,S-10,DA-003,Dairy,56,55,1,6.99
2025-12-03,S-04,PT-004,Pantry,45,43,1,3.49
2025-11-15,S-07,FZ-004,Frozen,40,37,0,7.49
2025-10-27,S-08,BV-002,Beverages,50,50,0,5.99
2025-12-25,S-02,DA-003,Dairy,93,86,6,6.99
2025-10-12,S-09,FP-005,Fresh Produce,112,102,8,6.49
2025-12-22,S-04,SN-005,Snacks,57,53,1,4.49
2025-10-07,S-02,BK-002,Bakery,25,21,2,7.49
2025-12-26,S-06,SN-003,Snacks,114,114,0,5.49
2025-10-06,S-01,DA-004,Dairy,104,95,7,3.29
2025-11-15,S-08,PT-005,Pantry,54,52,0,4.99
2025-11-13,S-03,DA-003,Dairy,71,65,3,6.99
2025-11-04,S-07,HH-005,Household,81,79,1,12.49
2025-10-15,S-03,HH-005,Household,112,111,0,12.49
2025-10-14,S-07,PT-003,Pantry,81,79,1,8.99
2025-12-18,S-07,HL-005,Health,65,64,0,4.49
2025-12-01,S-08,DA-003,Dairy,72,69,3,6.99
2025-11-03,S-06,FP-001,Fresh Produce,110,97,9,2.49
2025-12-13,S-10,BK-005,Bakery,105,92,9,6.29
2025-12-06,S-10,DA-002,Dairy,75,69,5,5.49
2025-12-01,S-06,HH-003,Household,106,101,2,8.99
2025-10-20,S-09,PT-005,Pantry,26,25,0,4.99
2025-12-04,S-08,MT-002,Meat,41,37,1,7.49
2025-11-11,S-04,BV-002,Beverages,55,54,0,5.99
2025-12-10,S-07,SN-001,Snacks,50,47,0,4.29
2025-11-26,S-10,SN-004,Snacks,31,27,1,3.99
2025-11-10,S-02,MT-002,Meat,115,107,8,7.49
2025-11-21,S-07,FP-003,Fresh Produce,91,43,48,4.29
2025-12-17,S-10,HH-001,Household,58,55,0,11.99
2025-11-13,S-06,FP-004,Fresh Produce,48,42,4,5.99
2025-12-11,S-10,PT-004,Pantry,80,76,1,3.49
2025-10-15,S-02,HL-004,Health,104,104,0,9.99
2025-11-13,S-06,HH-001,Household,57,56,1,11.99
2025-10-06,S-03,MT-002,Meat,37,29,3,7.49
2025-11-22,S-02,FZ-002,Frozen,98,97,0,5.49
2025-10-16,S-07,BK-004,Bakery,78,71,6,3.49
2025-11-13,S-02,HL-004,Health,73,73,0,9.99
2025-11-27,S-08,HH-003,Household,95,92,0,8.99
2025-10-01,S-09,HL-003,Health,26,22,1,5.49
2025-12-05,S-03,HH-005,Household,94,93,0,12.49
2025-10-14,S-07,HH-003,Household,96,92,1,8.99
2025-11-23,S-10,HH-005,Household,117,115,0,12.49
2025-11-20,S-06,FZ-004,Frozen,77,76,0,7.49
2025-11-22,S-10,HH-005,Household,115,111,2,12.49
2025-12-29,S-09,BV-001,Beverages,111,108,2,6.49
2025-10-26,S-04,PT-005,Pantry,111,108,1,4.99
2025-12-26,S-03,HL-001,Health,103,101,0,14.99
2025-10-15,S-06,PT-001,Pantry,81,78,1,1.99
2025-11-24,S-01,MT-004,Meat,33,32,0,6.49
2025-10-07,S-01,BK-003,Bakery,54,49,4,4.99
2025-11-06,S-05,DA-005,Dairy,27,23,2,4.99
2025-10-27,S-09,FP-003,Fresh Produce,65,60,5,4.29
2025-12-18,S-09,BK-005,Bakery,115,104,8,6.29
2025-10-31,S-09,HH-005,Household,56,53,0,12.49
2025-11-19,S-07,HH-004,Household,60,60,0,2.99
2025-11-02,S-04,PT-005,Pantry,119,117,1,4.99
2025-12-21,S-06,HL-004,Health,95,94,0,9.99
2025-11-07,S-08,BK-002,Bakery,107,104,2,7.49
2025-12-05,S-02,BV-005,Beverages,25,22,1,3.99
2025-12-11,S-05,DA-004,Dairy,40,36,2,3.29
2025-10-01,S-06,SN-005,Snacks,110,110,0,4.49
2025-10-20,S-06,PT-004,Pantry,26,22,1,3.49
2025-12-13,S-09,BV-003,Beverages,29,27,1,12.99
2025-10-24,S-09,FP-005,Fresh Produce,120,110,7,6.49
2025-12-09,S-09,SN-001,Snacks,31,29,1,4.29
2025-10-28,S-06,BV-002,Beverages,66,64,1,5.99
2025-12-19,S-09,MT-001,Meat,91,79,7,9.99
2025-10-02,S-02,HH-003,Household,64,62,1,8.99
2025-12-22,S-10,PT-005,Pantry,51,49,0,4.99
2025-11-18,S-02,BV-005,Beverages,52,51,1,3.99
2025-12-06,S-06,MT-003,Meat,85,81,4,8.99
2025-11-07,S-04,BV-001,Beverages,85,85,0,6.49
2025-10-22,S-09,MT-005,Meat,20,18,1,7.99
2025-12-25,S-04,HH-004,Household,74,73,0,2.99
2025-12-08,S-07,HH-002,Household,29,29,0,3.49
2025-11-28,S-06,FP-003,Fresh Produce,31,30,0,4.29
2025-11-02,S-09,FP-005,Fresh Produce,93,84,7,6.49
2025-11-22,S-07,SN-004,Snacks,100,96,1,3.99
2025-11-10,S-01,BV-005,Beverages,106,106,0,3.99
2025-12-22,S-10,FP-005,Fresh Produce,116,107,9,6.49
2025-12-29,S-02,BV-003,Beverages,84,82,0,12.99
2025-12-27,S-05,PT-004,Pantry,31,27,1,3.49
2025-11-18,S-07,HH-003,Household,23,21,1,8.99
2025-12-08,S-04,DA-004,Dairy,115,106,5,3.29
2025-11-07,S-03,FZ-005,Frozen,106,102,2,3.99
2025-10-02,S-09,PT-001,Pantry,38,38,0,1.99
2025-10-01,S-10,PT-004,Pantry,70,68,0,3.49
2025-10-27,S-06,BK-004,Bakery,72,62,6,3.49
2025-10-19,S-03,BK-002,Bakery,48,43,3,7.49
2025-10-25,S-02,BK-002,Bakery,105,97,8,7.49
2025-12-10,S-08,HH-002,Household,90,88,0,3.49
2025-12-25,S-02,FZ-002,Frozen,32,29,0,5.49
2025-11-12,S-06,DA-004,Dairy,105,98,7,3.29
2025-11-06,S-10,FP-005,Fresh Produce,44,40,1,6.49
2025-11-12,S-10,HH-003,Household,59,57,0,8.99
2025-11-10,S-07,BK-001,Bakery,20,19,0,5.99
2025-12-22,S-07,FZ-003,Frozen,66,64,0,2.99
2025-12-01,S-08,SN-004,Snacks,65,61,1,3.99
2025-12-10,S-02,BK-002,Bakery,102,94,6,7.49
2025-10-18,S-09,BK-003,Bakery,53,44,4,4.99
2025-10-10,S-02,FP-002,Fresh Produce,84,75,5,3.99
2025-12-14,S-07,HL-005,Health,95,95,0,4.49
2025-12-10,S-05,MT-005,Meat,89,83,5,7.99
2025-11-16,S-07,BK-005,Bakery,118,109,7,6.29
2025-10-18,S-08,MT-003,Meat,85,81,2,8.99
2025-12-04,S-01,HH-003,Household,50,49,0,8.99
2025-11-27,S-03,BK-002,Bakery,92,79,8,7.49
2025-10-19,S-08,BV-003,Beverages,25,22,0,12.99
2025-10-30,S-02,FZ-002,Frozen,67,67,0,5.49
2025-12-25,S-04,MT-004,Meat,66,60,3,6.49
2025-10-06,S-01,HH-002,Household,61,59,0,3.49
2025-11-03,S-10,MT-005,Meat,92,84,3,7.99
2025-11-18,S-06,PT-003,Pantry,103,101,0,8.99
2025-11-18,S-04,MT-004,Meat,71,66,3,6.49
2025-12-02,S-08,PT-004,Pantry,20,17,0,3.49
2025-10-22,S-04,FP-005,Fresh Produce,85,78,6,6.49
2025-10-20,S-03,BK-001,Bakery,66,62,4,5.99
2025-12-24,S-04,SN-002,Snacks,62,59,0,8.99
2025-12-26,S-08,MT-001,Meat,46,38,3,9.99
2025-11-22,S-01,FZ-001,Frozen,25,24,0,8.99
2025-10-18,S-09,FP-003,Fresh Produce,93,90,2,4.29
2025-11-03,S-03,MT-004,Meat,71,63,4,6.49
2025-12-21,S-01,HL-002,Health,113,109,2,3.99
2025-10-11,S-04,SN-004,Snacks,97,93,1,3.99
2025-10-22,S-04,SN-002,Snacks,96,95,0,8.99
2025-12-19,S-09,FZ-002,Frozen,41,37,1,5.49
2025-12-16,S-10,FP-005,Fresh Produce,49,46,2,6.49
2025-10-14,S-01,BK-003,Bakery,86,75,7,4.99
2025-12-27,S-07,DA-005,Dairy,97,92,2,4.99
2025-12-18,S-10,FP-003,Fresh Produce,120,113,7,4.29
2025-10-12,S-08,HH-003,Household,36,33,0,8.99
2025-12-06,S-07,BV-004,Beverages,25,23,1,4.49
2025-12-01,S-07,BV-003,Beverages,95,92,0,12.99
2025-10-18,S-05,MT-001,Meat,118,114,4,9.99
2025-11-06,S-10,MT-005,Meat,72,70,2,7.99
2025-10-01,S-10,MT-004,Meat,35,30,2,6.49
2025-12-23,S-04,HH-005,Household,60,57,1,12.49
2025-10-14,S-03,SN-003,Snacks,103,99,2,5.49
2025-11-03,S-09,SN-003,Snacks,92,89,1,5.49
2025-12-27,S-07,HL-004,Health,46,42,1,9.99
2025-10-23,S-06,PT-001,Pantry,91,88,1,1.99
2025-11-09,S-10,BV-003,Beverages,119,114,2,12.99
2025-10-18,S-02,HL-003,Health,49,47,1,5.49
2025-10-13,S-04,MT-003,Meat,71,62,5,8.99
2025-12-18,S-01,BK-001,Bakery,69,63,6,5.99
2025-10-12,S-03,MT-001,Meat,96,91,5,9.99
2025-11-03,S-04,BV-004,Beverages,30,27,0,4.49
2025-11-21,S-10,HH-002,Household,86,85,1,3.49
2025-10-23,S-08,SN-004,Snacks,21,19,0,3.99
2025-10-25,S-01,PT-004,Pantry,85,84,0,3.49
2025-12-26,S-01,BV-004,Beverages,50,49,0,4.49
2025-10-12,S-05,HL-005,Health,71,67,1,4.49
2025-11-21,S-10,BK-003,Bakery,86,80,1,4.99
2025-10-09,S-02,PT-001,Pantry,56,53,1,1.99
2025-11-05,S-04,PT-004,Pantry,44,40,1,3.49
2025-12-13,S-01,FZ-002,Frozen,42,41,1,5.49
2025-12-11,S-02,MT-003,Meat,57,55,2,8.99
2025-12-05,S-05,MT-005,Meat,93,87,3,7.99
2025-11-18,S-10,MT-001,Meat,118,112,4,9.99
2025-11-28,S-08,PT-003,Pantry,23,22,1,8.99
2025-11-03,S-02,BV-005,Beverages,101,100,0,3.99
2025-11-10,S-07,BV-003,Beverages,86,84,0,12.99
2025-11-01,S-05,DA-001,Dairy,71,64,5,4.79
2025-10-10,S-09,BK-002,Bakery,80,76,3,7.49
2025-12-13,S-05,BK-002,Bakery,115,106,8,7.49
2025-12-03,S-04,FZ-001,Frozen,114,112,0,8.99
2025-10-27,S-04,BK-003,Bakery,51,45,4,4.99
2025-10-20,S-02,DA-003,Dairy,30,23,2,6.99
